idvisit,idvisitor,idaction_name,document,documenttime,documenttime_formatted,clone_name,search_cat,value,searchtime,searchtime_formatted,action,keyw_5,display_title_s,display_org_s,filename,display_source_s,crawler_used_s,doc_type,display_doc_type_s
47175,58751A4353CBF7C0,12612,TB MED 530.pdf,2023-02-16T09:55:52.000Z,2023-02-16 09:55:00,gamechanger,,,,,OpenDocument,"food establishment, page, food-contact surfaces, food employees, food safety, food code, handwashing sinks, food employee, public health, warewashing machines",TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,Army Publishing Directorate - Unlisted Source,army_pubs,TB,Document
47182,58751A4353CBF7C0,11589,TRADOC TR10-5-4.pdf,2023-02-16T09:58:17.000Z,2023-02-16 09:58:00,gamechanger,,,,,OpenDocument,"leader development, training support, training, staff management, capability development, training management, lessons learned, fort leavenworth, ctc program, battle command",TRADOC Regulations (TRs) TR10-5-4: United States Army Combined Arms Center,United States Army Training and Doctrine Command,TRADOC TR10-5-4.pdf,TRADOC - TRADOC Administrative Publications,tradoc,TRADOC Regulations (TRs),Document
47244,9BE466DF6D7B22BC,14254,DoDD 3100.10.pdf,2023-02-16T14:19:09.000Z,2023-02-16 14:19:00,gamechanger,,,,,OpenDocument,"space security, space policy, space forces, space capabilities, space activities, national security, works jointly, strategic messaging, space-related duties, space-related activities",DoDD 3100.10: Space Policy,Dept. of Defense,DoDD 3100.10.pdf,WHS DoD Directives Division - Unlisted Source,dod_issuances,DoDD,Directive
47257,850613C2B855E1EA,13404,U_1208248SF_8_PB_2023.pdf,2023-02-16T15:28:05.000Z,2023-02-16 15:28:00,jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
47267,C16DD949A5CB6FE1,14270,EDAPDF-70152358545A0F04E05400215A9BA3BA-N6523618D4806-N6523618F3085-empty-empty-PDS-2018-07-03.pdf,2023-02-16T17:00:52.000Z,2023-02-16 17:00:00,eda,,,,,OpenDocument,,EDAPDF-70152358545A0F04E05400215A9BA3BA-N6523618D4806-N6523618F3085-empty-empty-PDS-2018-07-03.pdf,,,,,,
47272,7976822F1CDC4562,14270,EDAPDF-70152358545A0F04E05400215A9BA3BA-N6523618D4806-N6523618F3085-empty-empty-PDS-2018-07-03.pdf,2023-02-16T17:00:25.000Z,2023-02-16 17:00:00,eda,,,,,OpenDocument,,EDAPDF-70152358545A0F04E05400215A9BA3BA-N6523618D4806-N6523618F3085-empty-empty-PDS-2018-07-03.pdf,,,,,,
47275,58751A4353CBF7C0,11589,TRADOC TR10-5-4.pdf,2023-02-16T17:14:01.000Z,2023-02-16 17:14:00,gamechanger,,,,,OpenDocument,"leader development, training support, training, staff management, capability development, training management, lessons learned, fort leavenworth, ctc program, battle command",TRADOC Regulations (TRs) TR10-5-4: United States Army Combined Arms Center,United States Army Training and Doctrine Command,TRADOC TR10-5-4.pdf,TRADOC - TRADOC Administrative Publications,tradoc,TRADOC Regulations (TRs),Document
47438,A7B65513B8EBE2EE,5454,Title 10,2023-02-21T10:06:11.000Z,2023-02-21 10:06:00,Armed Forces.pdf,,,,,OpenDocument,,Title 10,,,,,,
47492,649A714086686CD4,14378,AGO 1951-37.pdf,2023-02-21T16:08:47.000Z,2023-02-21 16:08:00,gamechanger,,,,,OpenDocument,"nt general, lieutenant dodd, hostile small-arms, attentlon ot",AGO 1951-37: AWARD OF THE MEDAL OF HONOR TO FIRST LIEUTENANT CARL H. DODD,Dept. of the Army,AGO 1951-37.pdf,Army Publishing Directorate - Unlisted Source,army_pubs,AGO,Document
47555,58751A4353CBF7C0,11589,TRADOC TR10-5-4.pdf,2023-02-22T09:56:33.000Z,2023-02-22 09:56:00,gamechanger,,,,,OpenDocument,"leader development, training support, training, staff management, capability development, training management, lessons learned, fort leavenworth, ctc program, battle command",TRADOC Regulations (TRs) TR10-5-4: United States Army Combined Arms Center,United States Army Training and Doctrine Command,TRADOC TR10-5-4.pdf,TRADOC - TRADOC Administrative Publications,tradoc,TRADOC Regulations (TRs),Document
47640,850613C2B855E1EA,10681,U_1208248SF_8_PB_2023.pdf,2023-02-22T17:24:52.000Z,2023-02-22 17:24:00,jbook,,,,,OpenDocument,,U_1208248SF_8_PB_2023.pdf,,,,,,
47727,649A714086686CD4,4361,DoDI 1235.12 CH 1.pdf,2023-02-23T19:28:35.000Z,2023-02-23 19:28:00,gamechanger,,,,,OpenDocument,"rc forces, rc units, operational force, involuntary activation, dodi 12, active duty, selected reserve, rc members, rc access, national guard",DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,WHS DoD Directives Division - Unlisted Source,dod_issuances,DoDI,Instruction
47814,649A714086686CD4,4361,DoDI 1235.12 CH 1.pdf,2023-02-24T17:48:06.000Z,2023-02-24 17:48:00,gamechanger,,,,,OpenDocument,"rc forces, rc units, operational force, involuntary activation, dodi 12, active duty, selected reserve, rc members, rc access, national guard",DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,WHS DoD Directives Division - Unlisted Source,dod_issuances,DoDI,Instruction
47822,513BD4AECACFB6FA,3213,Title 10.pdf,2023-02-25T12:35:25.000Z,2023-02-25 12:35:00,gamechanger,,,,,OpenDocument,,Title 10.pdf,,,,,,
47863,649A714086686CD4,14473,MIL-DTL-89045 Revision A Amendment 1 (amendment incorporated) 2009-12-16.pdf,2023-02-27T12:51:41.000Z,2023-02-27 12:51:00,gamechanger,,,,,OpenDocument,,MIL-DTL-89045 Revision A Amendment 1 (amendment incorporated) 2009-12-16.pdf,,,,,,
47882,58751A4353CBF7C0,4361,DoDI 1235.12 CH 1.pdf,2023-02-27T12:58:45.000Z,2023-02-27 12:58:00,gamechanger,,,,,OpenDocument,"rc forces, rc units, operational force, involuntary activation, dodi 12, active duty, selected reserve, rc members, rc access, national guard",DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,WHS DoD Directives Division - Unlisted Source,dod_issuances,DoDI,Instruction
47888,58751A4353CBF7C0,5454,Title 10,2023-02-27T13:02:42.000Z,2023-02-27 13:02:00,Armed Forces.pdf,,,,,OpenDocument,,Title 10,,,,,,
47992,513BD4AECACFB6FA,14502,AFI 36-2502.pdf,2023-02-28T09:52:29.000Z,2023-02-28 09:52:00,gamechanger,,,,,OpenDocument,"air force, effective date, demotion authority, demote airmen, wing commander, uniform code, skill level, promotion recommendation, promotion eligibility, promotion authority",AFI 36-2502: ENLISTED AIRMAN PROMOTION AND DEMOTION PROGRAMS,Uncategorized,AFI 36-2502.pdf,Uncategorized,air_force_pubs,AFI,Uncategorized
48016,513BD4AECACFB6FA,11772,AFH 15-101.pdf,2023-02-28T13:49:49.000Z,2023-02-28 13:49:00,gamechanger,,,,,OpenDocument,"severe weather, wind speed, dew point, wind shear, sea breeze, melting layer, freezing precipitation, cloud cover, wind speeds, water droplets",AFH 15-101: METEOROLOGICAL TECHNIQUES,Dept. of the Air Force,AFH 15-101.pdf,Dept. of the Air Force E-Publishing - Unlisted Source,air_force_pubs,AFH,Document
47888,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Mon Feb 27 2023 13:02:42 GMT+0000 (Coordinated Universal Time),2023-02-27 13:02:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Mon Feb 27 2023 13:02:18 GMT+0000 (Coordinated Universal Time),2023-02-27 13:02,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
47863,649A714086686CD4,20,MIL-DTL-89045 Revision A Amendment 1 (amendment incorporated) 2009-12-16.pdf,Mon Feb 27 2023 12:51:41 GMT+0000 (Coordinated Universal Time),2023-02-27 12:51:00, gamechanger,GAMECHANGER_gamechanger_combined,dodi,Mon Feb 27 2023 12:51:23 GMT+0000 (Coordinated Universal Time),2023-02-27 12:51,Search,,MIL-DTL-89045 Revision A Amendment 1 (amendment incorporated) 2009-12-16.pdf,,,,,,
47863,649A714086686CD4,20,MIL-DTL-89045 Revision A Amendment 1 (amendment incorporated) 2009-12-16.pdf,Mon Feb 27 2023 12:51:40 GMT+0000 (Coordinated Universal Time),2023-02-27 12:51:00, gamechanger,GAMECHANGER_gamechanger_combined,dodi,Mon Feb 27 2023 12:51:23 GMT+0000 (Coordinated Universal Time),2023-02-27 12:51,Search,,MIL-DTL-89045 Revision A Amendment 1 (amendment incorporated) 2009-12-16.pdf,,,,,,
47814,649A714086686CD4,7800,DoDI 1235.12 CH 1.pdf,Fri Feb 24 2023 17:48:06 GMT+0000 (Coordinated Universal Time),2023-02-24 17:48:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Fri Feb 24 2023 17:47:52 GMT+0000 (Coordinated Universal Time),2023-02-24 17:47,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47814,649A714086686CD4,7800,DoDI 1235.12 CH 1.pdf,Fri Feb 24 2023 17:48:05 GMT+0000 (Coordinated Universal Time),2023-02-24 17:48:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Fri Feb 24 2023 17:47:52 GMT+0000 (Coordinated Universal Time),2023-02-24 17:47,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47727,649A714086686CD4,7800,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:28:35 GMT+0000 (Coordinated Universal Time),2023-02-23 19:28:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:27:15 GMT+0000 (Coordinated Universal Time),2023-02-23 19:27,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47727,649A714086686CD4,7800,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:28:34 GMT+0000 (Coordinated Universal Time),2023-02-23 19:28:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:27:15 GMT+0000 (Coordinated Universal Time),2023-02-23 19:27,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47727,649A714086686CD4,7800,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:26:27 GMT+0000 (Coordinated Universal Time),2023-02-23 19:26:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:25:12 GMT+0000 (Coordinated Universal Time),2023-02-23 19:25,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47727,649A714086686CD4,7800,CJCSI 5760.01A.pdf,Thu Feb 23 2023 19:23:07 GMT+0000 (Coordinated Universal Time),2023-02-23 19:23:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:20:34 GMT+0000 (Coordinated Universal Time),2023-02-23 19:20,Search,records management; joint staff; intentionally blank; combatant commands; unscheduled records; unit lead; service records; reporting information; records destroyed; records collection,CJCSI 5760.01A: Records Management Policy for the Joint Staff and Combatant Commands,Joint Chiefs of Staff,CJCSI 5760.01A.pdf,,,CJCSI,Instruction
47727,649A714086686CD4,7800,CJCSI 5760.01A.pdf,Thu Feb 23 2023 19:23:06 GMT+0000 (Coordinated Universal Time),2023-02-23 19:23:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDI 1235.12 CH 1.pdf,Thu Feb 23 2023 19:20:34 GMT+0000 (Coordinated Universal Time),2023-02-23 19:20,Search,records management; joint staff; intentionally blank; combatant commands; unscheduled records; unit lead; service records; reporting information; records destroyed; records collection,CJCSI 5760.01A: Records Management Policy for the Joint Staff and Combatant Commands,Joint Chiefs of Staff,CJCSI 5760.01A.pdf,,,CJCSI,Instruction
47555,58751A4353CBF7C0,211,TRADOC TR10-5-4.pdf,Wed Feb 22 2023 09:56:33 GMT+0000 (Coordinated Universal Time),2023-02-22 09:56:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Wed Feb 22 2023 09:56:22 GMT+0000 (Coordinated Universal Time),2023-02-22 09:56,Search,leader development; training support; training; staff management; capability development; training management; lessons learned; fort leavenworth; ctc program; battle command,TRADOC Regulations (TRs) TR10-5-4: United States Army Combined Arms Center,United States Army Training and Doctrine Command,TRADOC TR10-5-4.pdf,,,TRADOC Regulations (TRs),Document
47555,58751A4353CBF7C0,72,TB MED 530.pdf,Wed Feb 22 2023 09:54:20 GMT+0000 (Coordinated Universal Time),2023-02-22 09:54:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Wed Feb 22 2023 09:54:16 GMT+0000 (Coordinated Universal Time),2023-02-22 09:54,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
47555,58751A4353CBF7C0,75,DoDI 1235.12 CH 1.pdf,Wed Feb 22 2023 09:54:00 GMT+0000 (Coordinated Universal Time),2023-02-22 09:54:00, gamechanger,GAMECHANGER_gamechanger_combined,testing,Wed Feb 22 2023 09:53:31 GMT+0000 (Coordinated Universal Time),2023-02-22 09:53,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47555,58751A4353CBF7C0,75,DoDI 1235.12 CH 1.pdf,Wed Feb 22 2023 09:53:59 GMT+0000 (Coordinated Universal Time),2023-02-22 09:53:00, gamechanger,GAMECHANGER_gamechanger_combined,testing,Wed Feb 22 2023 09:53:31 GMT+0000 (Coordinated Universal Time),2023-02-22 09:53,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47555,58751A4353CBF7C0,67,AACP 02.1.pdf,Wed Feb 22 2023 09:50:14 GMT+0000 (Coordinated Universal Time),2023-02-22 09:50:00, gamechanger,GAMECHANGER_gamechanger_combined,,Wed Feb 22 2023 09:47:52 GMT+0000 (Coordinated Universal Time),2023-02-22 09:47,Search,intentionally blank; tpsgc@pwgsc- tpsgc; participating partnership; nso; jan janssens; defence audit; contact edition; contact drs; contact; bundeswehr equipment,AACP 02.1: COUNTRY POINTS OF CONTACT,Uncategorized,AACP 02.1.pdf,,,AACP,Uncategorized
47492,649A714086686CD4,12474,AGO 1951-37.pdf,Tue Feb 21 2023 16:08:47 GMT+0000 (Coordinated Universal Time),2023-02-21 16:08:00, gamechanger,GAMECHANGER_gamechanger_combined,dodd,Tue Feb 21 2023 16:08:18 GMT+0000 (Coordinated Universal Time),2023-02-21 16:08,Search,nt general; lieutenant dodd; hostile small-arms; attentlon ot,AGO 1951-37: AWARD OF THE MEDAL OF HONOR TO FIRST LIEUTENANT CARL H. DODD,Dept. of the Army,AGO 1951-37.pdf,,,AGO,Document
47492,649A714086686CD4,12474,AGO 1951-37.pdf,Tue Feb 21 2023 16:08:46 GMT+0000 (Coordinated Universal Time),2023-02-21 16:08:00, gamechanger,GAMECHANGER_gamechanger_combined,dodd,Tue Feb 21 2023 16:08:18 GMT+0000 (Coordinated Universal Time),2023-02-21 16:08,Search,nt general; lieutenant dodd; hostile small-arms; attentlon ot,AGO 1951-37: AWARD OF THE MEDAL OF HONOR TO FIRST LIEUTENANT CARL H. DODD,Dept. of the Army,AGO 1951-37.pdf,,,AGO,Document
47438,A7B65513B8EBE2EE,3451,Title 10 - Armed Forces.pdf,Tue Feb 21 2023 10:06:11 GMT+0000 (Coordinated Universal Time),2023-02-21 10:06:00, gamechanger,GAMECHANGER_gamechanger_combined,Title 10,Tue Feb 21 2023 10:05:35 GMT+0000 (Coordinated Universal Time),2023-02-21 10:05,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
47438,A7B65513B8EBE2EE,3451,Title 10 - Armed Forces.pdf,Tue Feb 21 2023 10:06:10 GMT+0000 (Coordinated Universal Time),2023-02-21 10:06:00, gamechanger,GAMECHANGER_gamechanger_combined,Title 10,Tue Feb 21 2023 10:05:35 GMT+0000 (Coordinated Universal Time),2023-02-21 10:05,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
47275,58751A4353CBF7C0,211,TRADOC TR10-5-4.pdf,Thu Feb 16 2023 17:14:01 GMT+0000 (Coordinated Universal Time),2023-02-16 17:14:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Feb 16 2023 17:13:39 GMT+0000 (Coordinated Universal Time),2023-02-16 17:13,Search,leader development; training support; training; staff management; capability development; training management; lessons learned; fort leavenworth; ctc program; battle command,TRADOC Regulations (TRs) TR10-5-4: United States Army Combined Arms Center,United States Army Training and Doctrine Command,TRADOC TR10-5-4.pdf,,,TRADOC Regulations (TRs),Document
47275,58751A4353CBF7C0,72,TB MED 530.pdf,Thu Feb 16 2023 17:09:48 GMT+0000 (Coordinated Universal Time),2023-02-16 17:09:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Thu Feb 16 2023 17:09:40 GMT+0000 (Coordinated Universal Time),2023-02-16 17:09,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
47275,58751A4353CBF7C0,75,DoDI 1235.12 CH 1.pdf,Thu Feb 16 2023 17:08:52 GMT+0000 (Coordinated Universal Time),2023-02-16 17:08:00, gamechanger,GAMECHANGER_gamechanger_combined,testing,Thu Feb 16 2023 17:07:35 GMT+0000 (Coordinated Universal Time),2023-02-16 17:07,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
47275,58751A4353CBF7C0,67,AACP 02_PART5.pdf,Thu Feb 16 2023 17:00:52 GMT+0000 (Coordinated Universal Time),2023-02-16 17:00:00, gamechanger,GAMECHANGER_gamechanger_combined,,Thu Feb 16 2023 16:57:08 GMT+0000 (Coordinated Universal Time),2023-02-16 16:57,Search,acquisition practices; electronic mail; audit authority; sample provisions; sample clauses; requesting authority; nato group; logistic support; contract documents; contract audit,AACP 02_PART5: GUIDELINES AND SAMPLE PROVISIONS FOR ELECTRONIC DATA INTERCHANGE (EDI),Uncategorized,AACP 02_PART5.pdf,,,AACP,Uncategorized
