idvisit,idvisitor,idaction_name,document,documenttime,documenttime_formatted,clone_name,search_cat,value,searchtime,searchtime_formatted,action,keyw_5,display_title_s,display_org_s,filename,display_source_s,crawler_used_s,doc_type,display_doc_type_s
46311,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Thu Feb 02 2023 12:16:36 GMT+0000 (Coordinated Universal Time),2023-02-02 12:16:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Feb 02 2023 12:16:30 GMT+0000 (Coordinated Universal Time),2023-02-02 12:16,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
46301,513BD4AECACFB6FA,4968,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,Thu Feb 02 2023 11:34:05 GMT+0000 (Coordinated Universal Time),2023-02-02 11:34:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Thu Feb 02 2023 11:33:33 GMT+0000 (Coordinated Universal Time),2023-02-02 11:33,Search,federal law; pgi 7602-2; license agreements; cloud computing; acquisition,DFARS SUBPART 239.76: CLOUD COMPUTING,DFARS,DFARS SUBPART 239.76 - CLOUD COMPUTING.pdf,,,DFARS,Document
46265,58751A4353CBF7C0,211,Title 10 - Armed Forces.pdf,Thu Feb 02 2023 09:48:47 GMT+0000 (Coordinated Universal Time),2023-02-02 09:48:00, gamechanger,GAMECHANGER_gamechanger_combined,army,Thu Feb 02 2023 09:48:33 GMT+0000 (Coordinated Universal Time),2023-02-02 09:48,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
46258,58751A4353CBF7C0,72,TB MED 530.pdf,Thu Feb 02 2023 09:45:50 GMT+0000 (Coordinated Universal Time),2023-02-02 09:45:00, gamechanger,GAMECHANGER_gamechanger_combined,pizza,Thu Feb 02 2023 09:45:45 GMT+0000 (Coordinated Universal Time),2023-02-02 09:45,Search,food establishment; page; food-contact surfaces; food employees; food safety; food code; handwashing sinks; food employee; public health; warewashing machines,TB 530: TRI-SERVICE FOOD CODE,Dept. of the Army,TB MED 530.pdf,,,TB,Document
46189,513BD4AECACFB6FA,4968,DoDI 5000.82.pdf,Wed Feb 01 2023 13:58:09 GMT+0000 (Coordinated Universal Time),2023-02-01 13:58:00, gamechanger,GAMECHANGER_gamechanger_combined,cloud computing,Wed Feb 01 2023 13:57:02 GMT+0000 (Coordinated Universal Time),2023-02-01 13:57,Search,dod cio; information technology; dod component; “defense acquisition; waveform management; urgent operational; united states; term reflects; solution architecture; records contained,DoDI 5000.82: Acquisition of Information Technology (IT),Dept. of Defense,DoDI 5000.82.pdf,,,DoDI,Instruction
46169,649A714086686CD4,14115,DoDI 1235.12 CH 1.pdf,Wed Feb 01 2023 12:56:13 GMT+0000 (Coordinated Universal Time),2023-02-01 12:56:00, gamechanger,GAMECHANGER_gamechanger_combined,12304A,Wed Feb 01 2023 12:55:49 GMT+0000 (Coordinated Universal Time),2023-02-01 12:55,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
46169,649A714086686CD4,14115,DoDI 1235.12 CH 1.pdf,Wed Feb 01 2023 12:56:12 GMT+0000 (Coordinated Universal Time),2023-02-01 12:56:00, gamechanger,GAMECHANGER_gamechanger_combined,12304A,Wed Feb 01 2023 12:55:49 GMT+0000 (Coordinated Universal Time),2023-02-01 12:55,Search,rc forces; rc units; operational force; involuntary activation; dodi 12; active duty; selected reserve; rc members; rc access; national guard,DoDI 1235.12: Accessing the Reserve Components (RC),Dept. of Defense,DoDI 1235.12 CH 1.pdf,,,DoDI,Instruction
46169,649A714086686CD4,14110,DoDD 4510.11 CH 2.pdf,Wed Feb 01 2023 12:35:21 GMT+0000 (Coordinated Universal Time),2023-02-01 12:35:00, gamechanger,GAMECHANGER_gamechanger_combined,DoDD 4510.11,Wed Feb 01 2023 12:35:16 GMT+0000 (Coordinated Universal Time),2023-02-01 12:35,Search,transportation engineering; mobilization interests; deployability program; transportability certifications; strategic seaports; national defense; land movement; jointly established; enclosure releasability; dodd 11,DoDD 4510.11: DoD Transportation Engineering,Dept. of Defense,DoDD 4510.11 CH 2.pdf,,,DoDD,Directive
46169,649A714086686CD4,12474,DoDD 4510.11 CH 2.pdf,Wed Feb 01 2023 12:34:56 GMT+0000 (Coordinated Universal Time),2023-02-01 12:34:00, gamechanger,GAMECHANGER_gamechanger_combined,dodd,Wed Feb 01 2023 12:34:01 GMT+0000 (Coordinated Universal Time),2023-02-01 12:34,Search,transportation engineering; mobilization interests; deployability program; transportability certifications; strategic seaports; national defense; land movement; jointly established; enclosure releasability; dodd 11,DoDD 4510.11: DoD Transportation Engineering,Dept. of Defense,DoDD 4510.11 CH 2.pdf,,,DoDD,Directive
46164,649A714086686CD4,14083,DTM-21-005.pdf,Wed Feb 01 2023 11:44:28 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44:00, gamechanger,GAMECHANGER_gamechanger_combined,005,Wed Feb 01 2023 11:44:09 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44,Search,dtm-21-005; term dwell; service members; service member; readiness attachments; operational requirement; mobilization-to-dwell ratio; military departments; dod instruction; deployment-to-dwell ratio,DoDI CPM 005: Deployment-to-Dwell; Mobilization-to-Dwell Policy Revision,Uncategorized,DTM-21-005.pdf,,,DoDI CPM,Uncategorized
46164,649A714086686CD4,14083,DTM-21-005.pdf,Wed Feb 01 2023 11:44:26 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44:00, gamechanger,GAMECHANGER_gamechanger_combined,005,Wed Feb 01 2023 11:44:09 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44,Search,dtm-21-005; term dwell; service members; service member; readiness attachments; operational requirement; mobilization-to-dwell ratio; military departments; dod instruction; deployment-to-dwell ratio,DoDI CPM 005: Deployment-to-Dwell; Mobilization-to-Dwell Policy Revision,Uncategorized,DTM-21-005.pdf,,,DoDI CPM,Uncategorized
46164,649A714086686CD4,14083,DTM-21-005.pdf,Wed Feb 01 2023 11:44:18 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44:00, gamechanger,GAMECHANGER_gamechanger_combined,005,Wed Feb 01 2023 11:44:09 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44,Search,dtm-21-005; term dwell; service members; service member; readiness attachments; operational requirement; mobilization-to-dwell ratio; military departments; dod instruction; deployment-to-dwell ratio,DoDI CPM 005: Deployment-to-Dwell; Mobilization-to-Dwell Policy Revision,Uncategorized,DTM-21-005.pdf,,,DoDI CPM,Uncategorized
46164,649A714086686CD4,14083,DTM-21-005.pdf,Wed Feb 01 2023 11:44:16 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44:00, gamechanger,GAMECHANGER_gamechanger_combined,005,Wed Feb 01 2023 11:44:09 GMT+0000 (Coordinated Universal Time),2023-02-01 11:44,Search,dtm-21-005; term dwell; service members; service member; readiness attachments; operational requirement; mobilization-to-dwell ratio; military departments; dod instruction; deployment-to-dwell ratio,DoDI CPM 005: Deployment-to-Dwell; Mobilization-to-Dwell Policy Revision,Uncategorized,DTM-21-005.pdf,,,DoDI CPM,Uncategorized
46137,E8996EFD2D75C4CC,790,Title 10 - Armed Forces.pdf,Wed Feb 01 2023 10:43:50 GMT+0000 (Coordinated Universal Time),2023-02-01 10:43:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 10:32:05 GMT+0000 (Coordinated Universal Time),2023-02-01 10:32,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
46137,E8996EFD2D75C4CC,790,Title 10 - Armed Forces.pdf,Wed Feb 01 2023 10:43:49 GMT+0000 (Coordinated Universal Time),2023-02-01 10:43:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 10:32:05 GMT+0000 (Coordinated Universal Time),2023-02-01 10:32,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
46137,E8996EFD2D75C4CC,790,SASC Hearing - JAG Providing Legal Services Agenda Witnesses - Independent Review Panel to Study the Judge Advocate Requirements of the Department of the Navy.pdf,Wed Feb 01 2023 10:32:50 GMT+0000 (Coordinated Universal Time),2023-02-01 10:32:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 10:32:05 GMT+0000 (Coordinated Universal Time),2023-02-01 10:32,Search,marine corps; judge advocates; military justice; judge advocate; legal services; air force; jag corps; manpower requirements; operational law; service members,Hearing : JAG Providing Legal Services Agenda Witnesses,Congress,SASC Hearing - JAG Providing Legal Services Agenda Witnesses - Independent Review Panel to Study the Judge Advocate Requirements of the Department of the Navy.pdf,,,Hearing,Transcript
46137,E8996EFD2D75C4CC,790,SASC Hearing - JAG Providing Legal Services Agenda Witnesses - Independent Review Panel to Study the Judge Advocate Requirements of the Department of the Navy.pdf,Wed Feb 01 2023 10:32:10 GMT+0000 (Coordinated Universal Time),2023-02-01 10:32:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 10:32:05 GMT+0000 (Coordinated Universal Time),2023-02-01 10:32,Search,marine corps; judge advocates; military justice; judge advocate; legal services; air force; jag corps; manpower requirements; operational law; service members,Hearing : JAG Providing Legal Services Agenda Witnesses,Congress,SASC Hearing - JAG Providing Legal Services Agenda Witnesses - Independent Review Panel to Study the Judge Advocate Requirements of the Department of the Navy.pdf,,,Hearing,Transcript
46137,E8996EFD2D75C4CC,4179,Y-P-002194 Base Document 1988-07-22.pdf,Wed Feb 01 2023 10:31:44 GMT+0000 (Coordinated Universal Time),2023-02-01 10:31:00, gamechanger,GAMECHANGER_gamechanger_combined,pineapple,Wed Feb 01 2023 10:28:52 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28,Search,,Y-P-002194 Base Document 1988-07-22.pdf,,,,,,
46137,E8996EFD2D75C4CC,4179,Y-P-002194 Base Document 1988-07-22.pdf,Wed Feb 01 2023 10:31:43 GMT+0000 (Coordinated Universal Time),2023-02-01 10:31:00, gamechanger,GAMECHANGER_gamechanger_combined,pineapple,Wed Feb 01 2023 10:28:52 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28,Search,,Y-P-002194 Base Document 1988-07-22.pdf,,,,,,
46137,E8996EFD2D75C4CC,4179,MCO P10110.42B.pdf,Wed Feb 01 2023 10:31:32 GMT+0000 (Coordinated Universal Time),2023-02-01 10:31:00, gamechanger,GAMECHANGER_gamechanger_combined,pineapple,Wed Feb 01 2023 10:28:52 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28,Search,baking powder; garlic powder; flour; salad dressings; steam-jacketed kettle; water; mix; pie pan; general information; salt,MCO P 10110.42B: ARMED FORCES RECIPE SERVICE (THE COMPLETE COLLECTION),US Marine Corps,MCO P10110.42B.pdf,,,MCO P,Document
46137,E8996EFD2D75C4CC,4179,NAVSUP P486.pdf,Wed Feb 01 2023 10:29:02 GMT+0000 (Coordinated Universal Time),2023-02-01 10:29:00, gamechanger,GAMECHANGER_gamechanger_combined,pineapple,Wed Feb 01 2023 10:28:52 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28,Search,navsup p-486; food service; food items; future; stainless steel; presentation silver; general mess; food particles; commanding officer; safety precautions,NAVSUP P 486: FOOD SERVICE MANAGEMENT GENERAL MESSES,US Marine Corps,NAVSUP P486.pdf,,,NAVSUP P,Document
46137,E8996EFD2D75C4CC,790,OPNAVINST 8020.14B.pdf,Wed Feb 01 2023 10:28:08 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,explosives safety; naval operations; explosives; dod components; magazine certification; explosive material; written procedures; web-based training; weapons requirements; weapon systems,OPNAVINST 8020.14B: U.S. NAVY EXPLOSIVES SAFETY MANAGEMENT PROGRAM POLICY MANUAL,US Navy,OPNAVINST 8020.14B.pdf,,,OPNAVINST,Instruction
46137,E8996EFD2D75C4CC,790,OPNAVINST 8020.14B.pdf,Wed Feb 01 2023 10:28:07 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,explosives safety; naval operations; explosives; dod components; magazine certification; explosive material; written procedures; web-based training; weapons requirements; weapon systems,OPNAVINST 8020.14B: U.S. NAVY EXPLOSIVES SAFETY MANAGEMENT PROGRAM POLICY MANUAL,US Navy,OPNAVINST 8020.14B.pdf,,,OPNAVINST,Instruction
46137,E8996EFD2D75C4CC,790,MIL-DTL-24784 Revision C 2007-11-03.pdf,Wed Feb 01 2023 10:28:01 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,,MIL-DTL-24784 Revision C 2007-11-03.pdf,,,,,,
46137,E8996EFD2D75C4CC,790,MIL-DTL-24784 Revision C 2007-11-03.pdf,Wed Feb 01 2023 10:28:00 GMT+0000 (Coordinated Universal Time),2023-02-01 10:28:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,,MIL-DTL-24784 Revision C 2007-11-03.pdf,,,,,,
46137,E8996EFD2D75C4CC,790,MIL-DTL-24784 Revision C 2007-11-03.pdf,Wed Feb 01 2023 10:27:45 GMT+0000 (Coordinated Universal Time),2023-02-01 10:27:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,,MIL-DTL-24784 Revision C 2007-11-03.pdf,,,,,,
46137,E8996EFD2D75C4CC,790,MIL-DTL-24784 Revision C 2007-11-03.pdf,Wed Feb 01 2023 10:27:44 GMT+0000 (Coordinated Universal Time),2023-02-01 10:27:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,,MIL-DTL-24784 Revision C 2007-11-03.pdf,,,,,,
46137,E8996EFD2D75C4CC,790,OPNAVINST 1420.1B OPNAV.pdf,Wed Feb 01 2023 10:27:27 GMT+0000 (Coordinated Universal Time),2023-02-01 10:27:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,active duty; privacy act; personnel screening; enlisted service; service obligation; service record; inactive duty; navy reserve; naval academy; commanding officer,OPNAVINST 1420.1B OPNAV: ENLISTED TO OFFICER COMMISSIONING PROGRAMS APPLICATION ADMINISTRATIVE MANUAL,US Navy,OPNAVINST 1420.1B OPNAV.pdf,,,OPNAVINST,Instruction
46137,E8996EFD2D75C4CC,790,OPNAVINST 1420.1B OPNAV.pdf,Wed Feb 01 2023 10:27:03 GMT+0000 (Coordinated Universal Time),2023-02-01 10:27:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,active duty; privacy act; personnel screening; enlisted service; service obligation; service record; inactive duty; navy reserve; naval academy; commanding officer,OPNAVINST 1420.1B OPNAV: ENLISTED TO OFFICER COMMISSIONING PROGRAMS APPLICATION ADMINISTRATIVE MANUAL,US Navy,OPNAVINST 1420.1B OPNAV.pdf,,,OPNAVINST,Instruction
46137,E8996EFD2D75C4CC,790,OPNAVINST 1420.1B OPNAV.pdf,Wed Feb 01 2023 10:27:02 GMT+0000 (Coordinated Universal Time),2023-02-01 10:27:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,active duty; privacy act; personnel screening; enlisted service; service obligation; service record; inactive duty; navy reserve; naval academy; commanding officer,OPNAVINST 1420.1B OPNAV: ENLISTED TO OFFICER COMMISSIONING PROGRAMS APPLICATION ADMINISTRATIVE MANUAL,US Navy,OPNAVINST 1420.1B OPNAV.pdf,,,OPNAVINST,Instruction
46137,E8996EFD2D75C4CC,790,OPNAVINST 1420.1B OPNAV.pdf,Wed Feb 01 2023 10:26:18 GMT+0000 (Coordinated Universal Time),2023-02-01 10:26:00, gamechanger,GAMECHANGER_gamechanger_combined,navy,Wed Feb 01 2023 09:53:50 GMT+0000 (Coordinated Universal Time),2023-02-01 09:53,Search,active duty; privacy act; personnel screening; enlisted service; service obligation; service record; inactive duty; navy reserve; naval academy; commanding officer,OPNAVINST 1420.1B OPNAV: ENLISTED TO OFFICER COMMISSIONING PROGRAMS APPLICATION ADMINISTRATIVE MANUAL,US Navy,OPNAVINST 1420.1B OPNAV.pdf,,,OPNAVINST,Instruction
46148,5F0665A70B63A115,11060,SASC Hearing - Impacts of the Joint Comprehensive Plan of Action (JCPOA) on U.S. Interests and the Military Balance in the Middle East Agenda Member Statements Witnesses - Chairman John McCain Testimony.pdf,Wed Feb 01 2023 10:18:37 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,qods force—money; opening statement; nuclear weapon; nuclear program; nuclear capability; arms trafficking,SASC Hearing Testimony : SASC Hearing - Impacts of the Joint Comprehensive Plan of Action (JCPOA) on U.S. Interests and the Military Balance in the Middle East Agenda Member Statements Witnesses - Chairman John McCain Testimony,Congress,SASC Hearing - Impacts of the Joint Comprehensive Plan of Action (JCPOA) on U.S. Interests and the Military Balance in the Middle East Agenda Member Statements Witnesses - Chairman John McCain Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Impacts of the Joint Comprehensive Plan of Action (JCPOA) on U.S. Interests and the Military Balance in the Middle East Agenda Member Statements Witnesses - Chairman John McCain Testimony.pdf,Wed Feb 01 2023 10:18:36 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,qods force—money; opening statement; nuclear weapon; nuclear program; nuclear capability; arms trafficking,SASC Hearing Testimony : SASC Hearing - Impacts of the Joint Comprehensive Plan of Action (JCPOA) on U.S. Interests and the Military Balance in the Middle East Agenda Member Statements Witnesses - Chairman John McCain Testimony,Congress,SASC Hearing - Impacts of the Joint Comprehensive Plan of Action (JCPOA) on U.S. Interests and the Military Balance in the Middle East Agenda Member Statements Witnesses - Chairman John McCain Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony.pdf,Wed Feb 01 2023 10:18:32 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,newport news; apprentice school; workforce development; testimony; technical education; swimming lessons; student chapters; student chapter; sasc-readiness; recently highlighted,SASC Hearing Testimony : SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony,Congress,SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony.pdf,Wed Feb 01 2023 10:18:30 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,newport news; apprentice school; workforce development; testimony; technical education; swimming lessons; student chapters; student chapter; sasc-readiness; recently highlighted,SASC Hearing Testimony : SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony,Congress,SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Military Construction; Environmental; Energy; and Base Closure Programs Agenda Witnesses - Honorable Dennis V. McGinn Testimony.pdf,Wed Feb 01 2023 10:18:27 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,marine corps; force structure; world-wide footprint; united states; sustainment funds; support current; strategic plans; smart-grid technology; simultaneously managing; security concern,SASC Hearing Testimony : SASC Hearing - Military Construction; Environmental; Energy; and Base Closure Programs Agenda Witnesses - Honorable Dennis V. McGinn Testimony,Congress,SASC Hearing - Military Construction; Environmental; Energy; and Base Closure Programs Agenda Witnesses - Honorable Dennis V. McGinn Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,Wed Feb 01 2023 10:18:25 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,marine corps; roger natsuhara; united states; twin objectives; training environments; total expenditures; shore infrastructure; senate committee; san nicolas; readiness support,SASC Hearing Testimony : SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony,Congress,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,Wed Feb 01 2023 10:18:24 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,marine corps; roger natsuhara; united states; twin objectives; training environments; total expenditures; shore infrastructure; senate committee; san nicolas; readiness support,SASC Hearing Testimony : SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony,Congress,SASC Hearing - Military Construction; Environmental; and Base Closure Programs Agenda Witnesses - Mr. Roger M. Natsuhara Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,11060,SASC Hearing - Department of Defense Reform  Overcoming Obstacles to Effective Management Agenda Member Statements Witnesses - Major General Arnold L. Punaro; USMC (Ret.) Testimony.pdf,Wed Feb 01 2023 10:18:18 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:18:12 GMT+0000 (Coordinated Universal Time),2023-02-01 10:18,Search,defense department; active military; year-long study; transportatio dod; thirty years; suggest—meaning trigger-pullers; strategic disconnect; standing groups; significant room; senior personnel,SASC Hearing Testimony : SASC Hearing - Department of Defense Reform  Overcoming Obstacles to Effective Management Agenda Member Statements Witnesses - Major General Arnold L. Punaro; USMC (Ret.) Testimony,Congress,SASC Hearing - Department of Defense Reform  Overcoming Obstacles to Effective Management Agenda Member Statements Witnesses - Major General Arnold L. Punaro; USMC (Ret.) Testimony.pdf,,,SASC Hearing Testimony,Testimony
46148,5F0665A70B63A115,3451,Title 16 - Conservation.pdf,Wed Feb 01 2023 10:17:26 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17:00, gamechanger,GAMECHANGER_gamechanger_combined,Title 10,Wed Feb 01 2023 10:17:04 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17,Search,united states; statutory notes; recreation area; national park; national forests; forest service; fiscal year; effective date; homeland security; national forest,Title 16: Conservation,United States Code,Title 16 - Conservation.pdf,,,Title,Title
46148,5F0665A70B63A115,3451,Title 10 - Armed Forces.pdf,Wed Feb 01 2023 10:17:15 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17:00, gamechanger,GAMECHANGER_gamechanger_combined,Title 10,Wed Feb 01 2023 10:17:04 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
46148,5F0665A70B63A115,3451,Title 10 - Armed Forces.pdf,Wed Feb 01 2023 10:17:14 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17:00, gamechanger,GAMECHANGER_gamechanger_combined,Title 10,Wed Feb 01 2023 10:17:04 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17,Search,statutory notes; effective date; united states; air force; armed forces; active duty; marine corps; military department; homeland security; health care,Title 10: Armed Forces,United States Code,Title 10 - Armed Forces.pdf,,,Title,Title
46148,5F0665A70B63A115,3451,Title 26 - Internal Revenue Code.pdf,Wed Feb 01 2023 10:17:14 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17:00, gamechanger,GAMECHANGER_gamechanger_combined,Title 10,Wed Feb 01 2023 10:17:04 GMT+0000 (Coordinated Universal Time),2023-02-01 10:17,Search,effective date; taxable year; statutory notes; united states; amendments made; gross income; taxable years; taxable income; tax imposed; years beginning,Title 26: Internal Revenue Code,United States Code,Title 26 - Internal Revenue Code.pdf,,,Title,Title
46148,5F0665A70B63A115,11060,SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony.pdf,Wed Feb 01 2023 10:15:28 GMT+0000 (Coordinated Universal Time),2023-02-01 10:15:00, gamechanger,GAMECHANGER_gamechanger_combined,SASC Hearing,Wed Feb 01 2023 10:15:16 GMT+0000 (Coordinated Universal Time),2023-02-01 10:15,Search,newport news; apprentice school; workforce development; testimony; technical education; swimming lessons; student chapters; student chapter; sasc-readiness; recently highlighted,SASC Hearing Testimony : SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony,Congress,SASC Hearing - Best Practices at Public and Private Shipyards Agenda Witnesses - Mr. Ray Bagley Testimony.pdf,,,SASC Hearing Testimony,Testimony
